year,month,program,script,live_call,adherent,days_to_refill_band,days_missed_band,engaged,days_to_initial_call,targeted_members,outreached_members,reached_members,engaged_members,days_to_refill,days_missed
2015,5,IVR,Chronic Non-Adherent,0,0,10-Aug,22-30,1,2,2,2,2,2,18,60
2015,5,IVR,Chronic Non-Adherent,0,0,10-Aug,31-60,0,1,1,1,0,0,9,33
2015,5,IVR,Chronic Non-Adherent,0,0,10-Aug,31-60,1,6,2,2,2,2,20,94
2015,5,IVR,Chronic Non-Adherent,0,0,10-Aug,14-Aug,0,6,4,4,2,0,37,38
2015,5,IVR,Chronic Non-Adherent,0,0,10-Aug,14-Aug,1,2,1,1,1,1,10,9
2015,5,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,0,58,32,32,3,0,290,30
2015,5,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,1,22,16,16,16,16,148,43
2015,5,IVR,Chronic Non-Adherent,0,0,10-Aug,>60,0,16,1,1,0,0,10,76
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,15-21,0,7520,4605,4605,1234,0,9,82050
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,15-21,1,2765,1609,1609,1597,1609,0,28378
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,22-30,0,6592,3812,3812,935,0,1,98166
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,22-30,1,2061,1136,1136,1120,1136,0,29103
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,31-60,0,12621,7623,7623,1850,0,18,335283
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,31-60,1,3695,2233,2233,2205,2233,2,99532
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,0,10929,6607,6607,1938,0,4,70896
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,1,4017,2591,2591,2559,2591,4,27642
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,<=7,0,60714,35186,35186,12311,0,57,48514
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,<=7,1,20745,12448,12448,12340,12448,20,16058
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,>60,0,4123,2440,2440,550,0,13,177663
2015,5,IVR,Chronic Non-Adherent,0,0,<=3,>60,1,953,562,562,559,562,0,41018
2015,5,IVR,Chronic Non-Adherent,0,0,>10,15-21,0,178,86,86,16,0,12401,1499
2015,5,IVR,Chronic Non-Adherent,0,0,>10,15-21,1,40,29,29,29,29,3652,503
2015,5,IVR,Chronic Non-Adherent,0,0,>10,22-30,0,97,68,68,13,0,9280,1765
2015,5,IVR,Chronic Non-Adherent,0,0,>10,22-30,1,40,24,24,24,24,3148,609
2015,5,IVR,Chronic Non-Adherent,0,0,>10,31-60,0,184,110,110,26,0,15518,4623
2015,5,IVR,Chronic Non-Adherent,0,0,>10,31-60,1,61,38,38,37,38,5963,1547
2015,5,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,0,236,136,136,43,0,18800,1454
2015,5,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,1,69,47,47,45,47,6221,478
2015,5,IVR,Chronic Non-Adherent,0,0,>10,<=7,0,1484,869,869,258,0,115297,867
2015,5,IVR,Chronic Non-Adherent,0,0,>10,<=7,1,519,296,296,294,296,36682,306
2015,5,IVR,Chronic Non-Adherent,0,0,>10,>60,0,45,32,32,9,0,5111,2173
2015,5,IVR,Chronic Non-Adherent,0,0,>10,>60,1,11,7,7,7,7,606,471
2015,5,IVR,Chronic Non-Adherent,0,1,,,,,37702,0,,,,
2015,5,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,0,7,3,3,0,0,20,51
2015,5,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,1,1,1,1,1,1,5,16
2015,5,IVR,Chronic Non-Adherent,0,1,7-Apr,22-30,0,2,1,1,1,0,5,29
2015,5,IVR,Chronic Non-Adherent,0,1,7-Apr,31-60,0,8,4,4,0,0,19,184
2015,5,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,0,18,10,10,2,0,55,112
2015,5,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,1,5,4,4,4,4,23,46
2015,5,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,0,208,124,124,32,0,695,56
2015,5,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,1,59,43,43,43,43,242,22
2015,5,IVR,Chronic Non-Adherent,0,1,7-Apr,>60,1,1,1,1,1,1,6,66
2015,5,IVR,Chronic Non-Adherent,0,1,10-Aug,15-21,0,6,4,4,0,0,36,75
2015,5,IVR,Chronic Non-Adherent,0,1,10-Aug,22-30,0,1,1,1,0,0,9,25
2015,5,IVR,Chronic Non-Adherent,0,1,10-Aug,31-60,0,20,12,12,2,0,114,544
2015,5,IVR,Chronic Non-Adherent,0,1,10-Aug,31-60,1,6,3,3,3,3,30,93
2015,5,IVR,Chronic Non-Adherent,0,1,10-Aug,14-Aug,0,14,9,9,4,0,83,91
2015,5,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,0,112,78,78,32,0,699,59
2015,5,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,1,31,11,11,11,11,101,2
2015,5,IVR,Chronic Non-Adherent,0,1,10-Aug,>60,1,1,1,1,1,1,8,77
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,15-21,0,3783,2029,2029,658,0,6,35712
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,15-21,1,1043,581,581,566,581,1,10202
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,22-30,0,2864,1614,1614,534,0,8,41339
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,22-30,1,858,505,505,499,505,0,12982
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,31-60,0,3741,1947,1947,611,0,7,83285
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,31-60,1,1033,536,536,524,536,0,22952
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,0,6226,3610,3610,1250,0,16,37970
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,1,1744,1044,1044,1033,1044,3,10894
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,<=7,0,46156,25815,25815,9435,0,160,29892
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,<=7,1,14185,8090,8090,8028,8090,34,8889
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,>60,0,940,554,554,187,0,0,40754
2015,5,IVR,Chronic Non-Adherent,0,1,<=3,>60,1,282,182,182,179,182,4,13335
2015,5,IVR,Chronic Non-Adherent,0,1,>10,15-21,0,129,73,73,18,0,7315,1272
2015,5,IVR,Chronic Non-Adherent,0,1,>10,15-21,1,16,12,12,12,12,1460,221
2015,5,IVR,Chronic Non-Adherent,0,1,>10,22-30,0,128,74,74,21,0,7588,1926
2015,5,IVR,Chronic Non-Adherent,0,1,>10,22-30,1,43,20,20,18,20,2495,509
2015,5,IVR,Chronic Non-Adherent,0,1,>10,31-60,0,134,73,73,22,0,8918,2996
2015,5,IVR,Chronic Non-Adherent,0,1,>10,31-60,1,41,23,23,22,23,1369,920
2015,5,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,0,228,126,126,34,0,14869,1307
2015,5,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,1,72,46,46,45,46,5271,468
2015,5,IVR,Chronic Non-Adherent,0,1,>10,<=7,0,4783,2644,2644,937,0,305122,1060
2015,5,IVR,Chronic Non-Adherent,0,1,>10,<=7,1,1414,804,804,794,804,96482,311
2015,5,IVR,Chronic Non-Adherent,0,1,>10,>60,0,32,17,17,8,0,1882,1251
2015,5,IVR,Chronic Non-Adherent,0,1,>10,>60,1,7,5,5,5,5,811,362
2015,5,Live Call,Late to Refill,1,0,7-Apr,15-21,0,102,11,11,1,0,64,197
2015,5,Live Call,Late to Refill,1,0,7-Apr,15-21,1,124,13,13,13,13,73,223
2015,5,Live Call,Late to Refill,1,0,7-Apr,22-30,0,334,40,40,1,0,251,1126
2015,5,Live Call,Late to Refill,1,0,7-Apr,22-30,1,185,19,19,19,19,106,541
2015,5,Live Call,Late to Refill,1,0,7-Apr,31-60,0,323,37,37,0,0,228,1841
2015,5,Live Call,Late to Refill,1,0,7-Apr,31-60,1,182,22,22,22,22,112,1151
2015,5,Live Call,Late to Refill,1,0,7-Apr,14-Aug,0,247,28,28,3,0,154,299
2015,5,Live Call,Late to Refill,1,0,7-Apr,14-Aug,1,108,14,14,14,14,73,137
2015,5,Live Call,Late to Refill,1,0,7-Apr,<=7,0,987,121,121,21,0,698,706
2015,5,Live Call,Late to Refill,1,0,7-Apr,<=7,1,475,55,55,55,55,294,300
2015,5,Live Call,Late to Refill,1,0,7-Apr,>60,0,9,1,1,0,0,7,62
2015,5,Live Call,Late to Refill,1,0,10-Aug,15-21,0,79,10,10,0,0,86,178
2015,5,Live Call,Late to Refill,1,0,10-Aug,15-21,1,62,6,6,6,6,59,118
2015,5,Live Call,Late to Refill,1,0,10-Aug,22-30,0,231,28,28,1,0,244,801
2015,5,Live Call,Late to Refill,1,0,10-Aug,22-30,1,117,14,14,14,14,130,396
2015,5,Live Call,Late to Refill,1,0,10-Aug,31-60,0,349,37,37,5,0,324,1743
2015,5,Live Call,Late to Refill,1,0,10-Aug,31-60,1,88,7,7,7,7,62,384
2015,5,Live Call,Late to Refill,1,0,10-Aug,14-Aug,0,520,59,59,6,0,528,555
2015,5,Live Call,Late to Refill,1,0,10-Aug,14-Aug,1,243,28,28,28,28,260,260
2015,5,Live Call,Late to Refill,1,0,10-Aug,>60,1,53,3,3,3,3,24,201
2015,5,Live Call,Late to Refill,1,0,<=3,15-21,0,149,18,18,0,0,34,311
2015,5,Live Call,Late to Refill,1,0,<=3,15-21,1,115,11,11,11,11,19,186
2015,5,Live Call,Late to Refill,1,0,<=3,22-30,0,495,59,59,5,0,110,1673
2015,5,Live Call,Late to Refill,1,0,<=3,22-30,1,71,7,7,7,7,14,191
2015,5,Live Call,Late to Refill,1,0,<=3,31-60,0,373,41,41,0,0,80,2033
2015,5,Live Call,Late to Refill,1,0,<=3,31-60,1,103,7,7,7,7,19,389
2015,5,Live Call,Late to Refill,1,0,<=3,14-Aug,0,513,65,65,11,0,131,754
2015,5,Live Call,Late to Refill,1,0,<=3,14-Aug,1,58,4,4,4,4,6,45
2015,5,Live Call,Late to Refill,1,0,<=3,<=7,0,999,120,120,9,0,214,305
2015,5,Live Call,Late to Refill,1,0,<=3,<=7,1,478,59,59,59,59,101,144
2015,5,Live Call,Late to Refill,1,0,<=3,>60,0,12,2,2,0,0,6,150
2015,5,Live Call,Late to Refill,1,0,>10,15-21,0,1094,138,138,6,0,3135,2439
2015,5,Live Call,Late to Refill,1,0,>10,15-21,1,436,58,58,58,58,1721,1059
2015,5,Live Call,Late to Refill,1,0,>10,22-30,0,1665,196,196,14,0,4959,5271
2015,5,Live Call,Late to Refill,1,0,>10,22-30,1,693,83,83,83,83,2158,2254
2015,5,Live Call,Late to Refill,1,0,>10,31-60,0,4969,579,579,30,0,22632,28498
2015,5,Live Call,Late to Refill,1,0,>10,31-60,1,2276,264,264,264,264,9721,12466
2015,5,Live Call,Late to Refill,1,0,>10,14-Aug,0,463,58,58,4,0,1008,748
2015,5,Live Call,Late to Refill,1,0,>10,14-Aug,1,267,34,34,34,34,527,439
2015,5,Live Call,Late to Refill,1,0,>10,<=7,0,40,5,5,0,0,665,22
2015,5,Live Call,Late to Refill,1,0,>10,<=7,1,18,3,3,3,3,315,18
2015,5,Live Call,Late to Refill,1,0,>10,>60,0,11179,1310,1310,86,0,232205,114754
2015,5,Live Call,Late to Refill,1,0,>10,>60,1,4695,516,516,516,516,90629,44699
2015,5,Live Call,Late to Refill,1,1,7-Apr,15-21,0,9,1,1,0,0,6,18
2015,5,Live Call,Late to Refill,1,1,7-Apr,22-30,0,17,2,2,0,0,12,58
2015,5,Live Call,Late to Refill,1,1,7-Apr,31-60,0,10,1,1,0,0,4,33
2015,5,Live Call,Late to Refill,1,1,7-Apr,14-Aug,0,59,8,8,2,0,49,92
2015,5,Live Call,Late to Refill,1,1,7-Apr,14-Aug,1,11,1,1,1,1,4,9
2015,5,Live Call,Late to Refill,1,1,7-Apr,<=7,0,236,28,28,1,0,161,165
2015,5,Live Call,Late to Refill,1,1,7-Apr,<=7,1,64,7,7,7,7,38,38
2015,5,Live Call,Late to Refill,1,1,10-Aug,15-21,0,16,2,2,0,0,18,36
2015,5,Live Call,Late to Refill,1,1,10-Aug,14-Aug,0,149,17,17,4,0,144,152
2015,5,Live Call,Late to Refill,1,1,10-Aug,14-Aug,1,71,8,8,8,8,68,68
2015,5,Live Call,Late to Refill,1,1,<=3,15-21,0,8,1,1,0,0,2,17
2015,5,Live Call,Late to Refill,1,1,<=3,22-30,0,34,3,3,0,0,5,82
2015,5,Live Call,Late to Refill,1,1,<=3,14-Aug,0,50,6,6,0,0,12,59
2015,5,Live Call,Late to Refill,1,1,<=3,<=7,0,297,31,31,6,0,57,59
2015,5,Live Call,Late to Refill,1,1,<=3,<=7,1,88,9,9,9,9,16,19
2015,5,Live Call,Late to Refill,1,1,>10,15-21,0,122,14,14,3,0,255,255
2015,5,Live Call,Late to Refill,1,1,>10,15-21,1,21,2,2,2,2,35,35
2015,5,Live Call,Late to Refill,1,1,>10,22-30,0,203,22,22,1,0,722,586
2015,5,Live Call,Late to Refill,1,1,>10,22-30,1,86,10,10,10,10,208,246
2015,5,Live Call,Late to Refill,1,1,>10,31-60,0,384,43,43,6,0,1754,1758
2015,5,Live Call,Late to Refill,1,1,>10,31-60,1,116,14,14,14,14,551,670
2015,5,Live Call,Late to Refill,1,1,>10,14-Aug,0,138,16,16,3,0,279,185
2015,5,Live Call,Late to Refill,1,1,>10,14-Aug,1,47,5,5,5,5,60,60
2015,5,Live Call,Late to Refill,1,1,>10,<=7,0,32,4,4,0,0,954,13
2015,5,Live Call,Late to Refill,1,1,>10,<=7,1,11,1,1,1,1,242,6
2015,5,Live Call,Late to Refill,1,1,>10,>60,0,1836,209,209,29,0,42585,18509
2015,5,Live Call,Late to Refill,1,1,>10,>60,1,684,80,80,80,80,16466,7111
2015,5,Live Call,Chronic Non-Adherent,0,0,,,,,2358,0,,,,
2015,5,Live Call,Chronic Non-Adherent,0,1,,,,,144,0,,,,
2015,5,Live Call,Chronic Non-Adherent,1,0,7-Apr,22-30,1,14,2,2,2,2,12,60
2015,5,Live Call,Chronic Non-Adherent,1,0,7-Apr,31-60,0,8,1,1,0,0,4,50
2015,5,Live Call,Chronic Non-Adherent,1,0,7-Apr,14-Aug,1,18,2,2,2,2,11,19
2015,5,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,0,192,21,21,1,0,120,44
2015,5,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,1,23,2,2,2,2,9,0
2015,5,Live Call,Chronic Non-Adherent,1,0,7-Apr,>60,0,36,5,5,0,0,29,350
2015,5,Live Call,Chronic Non-Adherent,1,0,10-Aug,15-21,0,40,5,5,0,0,49,94
2015,5,Live Call,Chronic Non-Adherent,1,0,10-Aug,22-30,0,10,1,1,0,0,8,26
2015,5,Live Call,Chronic Non-Adherent,1,0,10-Aug,31-60,0,14,2,2,1,0,19,101
2015,5,Live Call,Chronic Non-Adherent,1,0,10-Aug,14-Aug,0,48,4,4,0,0,36,44
2015,5,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,0,99,12,12,1,0,106,15
2015,5,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,1,40,5,5,5,5,49,11
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,0,8635,971,971,93,0,0,17405
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,1,3680,404,404,404,404,0,7223
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,0,8085,908,908,99,0,12,23139
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,1,3007,327,327,327,327,0,8359
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,0,12783,1426,1426,148,0,0,62118
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,1,4598,530,530,530,530,0,22867
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,0,8959,1011,1011,97,0,0,11074
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,1,3819,419,419,419,419,0,4543
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,0,42858,4847,4847,506,0,16,6641
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,1,18066,2020,2020,2020,2020,3,2497
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,>60,0,5044,550,550,55,0,6,39676
2015,5,Live Call,Chronic Non-Adherent,1,0,<=3,>60,1,1734,197,197,197,197,0,14339
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,15-21,0,275,28,28,2,0,3475,503
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,15-21,1,85,8,8,8,8,1352,151
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,22-30,0,219,24,24,2,0,2811,611
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,22-30,1,100,8,8,8,8,1623,196
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,31-60,0,464,52,52,1,0,8155,2271
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,31-60,1,69,9,9,9,9,1031,382
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,0,274,29,29,0,0,3218,303
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,1,68,9,9,9,9,359,98
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,<=7,0,1858,207,207,20,0,23438,161
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,<=7,1,641,67,67,67,67,6901,86
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,>60,0,243,22,22,2,0,3424,1667
2015,5,Live Call,Chronic Non-Adherent,1,0,>10,>60,1,73,7,7,7,7,1565,522
2015,5,Live Call,Chronic Non-Adherent,1,1,7-Apr,15-21,0,21,3,3,0,0,12,57
2015,5,Live Call,Chronic Non-Adherent,1,1,7-Apr,14-Aug,1,8,1,1,1,1,5,8
2015,5,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,0,95,10,10,0,0,59,2
2015,5,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,1,18,2,2,2,2,13,1
2015,5,Live Call,Chronic Non-Adherent,1,1,7-Apr,>60,1,8,1,1,1,1,5,84
2015,5,Live Call,Chronic Non-Adherent,1,1,10-Aug,22-30,1,16,2,2,2,2,16,46
2015,5,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,0,58,7,7,0,0,69,7
2015,5,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,1,52,6,6,6,6,58,13
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,0,1121,122,122,5,0,0,2172
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,1,438,51,51,51,51,0,881
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,0,968,108,108,8,0,4,2675
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,1,445,50,50,50,50,0,1266
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,0,1049,119,119,17,0,0,4961
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,1,403,50,50,50,50,0,2232
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,0,2013,223,223,23,0,0,2360
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,1,835,90,90,90,90,0,980
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,0,13474,1514,1514,171,0,13,1737
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,1,5324,594,594,594,594,4,666
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,>60,0,357,39,39,5,0,0,2832
2015,5,Live Call,Chronic Non-Adherent,1,1,<=3,>60,1,158,17,17,17,17,0,1171
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,15-21,0,182,19,19,0,0,941,322
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,15-21,1,26,3,3,3,3,333,49
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,22-30,0,85,8,8,0,0,860,218
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,22-30,1,20,2,2,2,2,228,53
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,31-60,0,55,7,7,2,0,473,284
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,0,80,10,10,0,0,594,105
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,1,26,3,3,3,3,318,35
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,<=7,0,1793,202,202,31,0,26261,93
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,<=7,1,779,95,95,95,95,10226,42
2015,5,Live Call,Chronic Non-Adherent,1,1,>10,>60,0,12,2,2,0,0,404,144
2015,6,IVR,Late to Refill,0,0,7-Apr,15-21,0,401,165,165,39,0,920,2866
2015,6,IVR,Late to Refill,0,0,7-Apr,15-21,1,126,61,61,60,61,330,1135
2015,6,IVR,Late to Refill,0,0,7-Apr,22-30,0,780,322,322,104,0,1828,9051
2015,6,IVR,Late to Refill,0,0,7-Apr,22-30,1,225,96,96,96,96,526,2662
2015,6,IVR,Late to Refill,0,0,7-Apr,31-60,0,981,368,368,99,0,2062,17797
2015,6,IVR,Late to Refill,0,0,7-Apr,31-60,1,311,86,86,85,86,502,4295
2015,6,IVR,Late to Refill,0,0,7-Apr,14-Aug,0,508,200,200,64,0,1087,2076
2015,6,IVR,Late to Refill,0,0,7-Apr,14-Aug,1,117,52,52,50,52,286,547
2015,6,IVR,Late to Refill,0,0,7-Apr,<=7,0,6186,2500,2500,1046,0,13664,13788
2015,6,IVR,Late to Refill,0,0,7-Apr,<=7,1,1301,549,549,541,549,2943,2964
2015,6,IVR,Late to Refill,0,0,7-Apr,>60,0,6,3,3,3,0,18,204
2015,6,IVR,Late to Refill,0,0,10-Aug,15-21,0,231,89,89,29,0,800,1584
2015,6,IVR,Late to Refill,0,0,10-Aug,15-21,1,85,33,33,33,33,297,577
2015,6,IVR,Late to Refill,0,0,10-Aug,22-30,0,496,197,197,71,0,1771,5545
2015,6,IVR,Late to Refill,0,0,10-Aug,22-30,1,138,60,60,60,60,533,1718
2015,6,IVR,Late to Refill,0,0,10-Aug,31-60,0,500,203,203,77,0,1816,9747
2015,6,IVR,Late to Refill,0,0,10-Aug,31-60,1,127,49,49,49,49,441,2418
2015,6,IVR,Late to Refill,0,0,10-Aug,14-Aug,0,3385,1361,1361,673,0,12172,12396
2015,6,IVR,Late to Refill,0,0,10-Aug,14-Aug,1,920,362,362,358,362,3303,3410
2015,6,IVR,Late to Refill,0,0,10-Aug,>60,0,18,6,6,1,0,52,442
2015,6,IVR,Late to Refill,0,0,<=3,15-21,0,256,109,109,47,0,208,1922
2015,6,IVR,Late to Refill,0,0,<=3,15-21,1,96,41,41,41,41,83,732
2015,6,IVR,Late to Refill,0,0,<=3,22-30,0,640,255,255,117,0,473,7211
2015,6,IVR,Late to Refill,0,0,<=3,22-30,1,212,75,75,75,75,155,2098
2015,6,IVR,Late to Refill,0,0,<=3,31-60,0,707,258,258,97,0,506,13050
2015,6,IVR,Late to Refill,0,0,<=3,31-60,1,171,63,63,62,63,122,3116
2015,6,IVR,Late to Refill,0,0,<=3,14-Aug,0,379,166,166,62,0,327,1773
2015,6,IVR,Late to Refill,0,0,<=3,14-Aug,1,171,63,63,63,63,133,675
2015,6,IVR,Late to Refill,0,0,<=3,<=7,0,5602,2279,2279,1293,0,4260,4903
2015,6,IVR,Late to Refill,0,0,<=3,<=7,1,1949,737,737,729,737,1453,1659
2015,6,IVR,Late to Refill,0,0,<=3,>60,0,7,3,3,0,0,5,248
2015,6,IVR,Late to Refill,0,0,>10,15-21,0,5478,2183,2183,952,0,42652,39288
2015,6,IVR,Late to Refill,0,0,>10,15-21,1,1223,471,471,468,471,9467,8480
2015,6,IVR,Late to Refill,0,0,>10,22-30,0,6839,2677,2677,1073,0,71923,71263
2015,6,IVR,Late to Refill,0,0,>10,22-30,1,1598,646,646,641,646,17030,16984
2015,6,IVR,Late to Refill,0,0,>10,31-60,0,17489,6820,6820,2594,0,275151,323165
2015,6,IVR,Late to Refill,0,0,>10,31-60,1,3961,1555,1555,1539,1555,62513,74600
2015,6,IVR,Late to Refill,0,0,>10,14-Aug,0,3840,1604,1604,689,0,26414,20048
2015,6,IVR,Late to Refill,0,0,>10,14-Aug,1,908,365,365,359,365,6448,4501
2015,6,IVR,Late to Refill,0,0,>10,<=7,0,129,57,57,25,0,8875,246
2015,6,IVR,Late to Refill,0,0,>10,<=7,1,26,10,10,10,10,1517,37
2015,6,IVR,Late to Refill,0,0,>10,>60,0,33828,13217,13217,4562,0,2044950,1142763
2015,6,IVR,Late to Refill,0,0,>10,>60,1,7848,3188,3188,3156,3188,526475,277609
2015,6,IVR,Late to Refill,0,1,7-Apr,15-21,0,74,33,33,4,0,194,555
2015,6,IVR,Late to Refill,0,1,7-Apr,15-21,1,21,3,3,3,3,17,53
2015,6,IVR,Late to Refill,0,1,7-Apr,22-30,0,38,18,18,1,0,103,483
2015,6,IVR,Late to Refill,0,1,7-Apr,22-30,1,7,3,3,3,3,18,70
2015,6,IVR,Late to Refill,0,1,7-Apr,31-60,0,38,15,15,2,0,87,680
2015,6,IVR,Late to Refill,0,1,7-Apr,31-60,1,6,3,3,3,3,14,141
2015,6,IVR,Late to Refill,0,1,7-Apr,14-Aug,0,104,45,45,14,0,246,482
2015,6,IVR,Late to Refill,0,1,7-Apr,14-Aug,1,10,5,5,5,5,28,49
2015,6,IVR,Late to Refill,0,1,7-Apr,<=7,0,739,322,322,100,0,1762,1780
2015,6,IVR,Late to Refill,0,1,7-Apr,<=7,1,248,115,115,115,115,630,635
2015,6,IVR,Late to Refill,0,1,10-Aug,15-21,0,24,9,9,3,0,80,158
2015,6,IVR,Late to Refill,0,1,10-Aug,15-21,1,3,1,1,1,1,8,20
2015,6,IVR,Late to Refill,0,1,10-Aug,22-30,0,39,18,18,4,0,154,523
2015,6,IVR,Late to Refill,0,1,10-Aug,22-30,1,2,1,1,1,1,8,26
2015,6,IVR,Late to Refill,0,1,10-Aug,31-60,0,55,12,12,1,0,102,616
2015,6,IVR,Late to Refill,0,1,10-Aug,31-60,1,9,3,3,2,3,27,133
2015,6,IVR,Late to Refill,0,1,10-Aug,14-Aug,0,272,119,119,47,0,1063,1117
2015,6,IVR,Late to Refill,0,1,10-Aug,14-Aug,1,116,52,52,49,52,472,477
2015,6,IVR,Late to Refill,0,1,<=3,15-21,0,22,10,10,0,0,22,179
2015,6,IVR,Late to Refill,0,1,<=3,15-21,1,4,2,2,2,2,3,36
2015,6,IVR,Late to Refill,0,1,<=3,22-30,0,51,21,21,9,0,36,566
2015,6,IVR,Late to Refill,0,1,<=3,22-30,1,6,3,3,3,3,8,76
2015,6,IVR,Late to Refill,0,1,<=3,31-60,0,76,13,13,6,0,26,691
2015,6,IVR,Late to Refill,0,1,<=3,31-60,1,2,1,1,1,1,3,60
2015,6,IVR,Late to Refill,0,1,<=3,14-Aug,0,78,35,35,9,0,68,375
2015,6,IVR,Late to Refill,0,1,<=3,14-Aug,1,16,8,8,8,8,17,88
2015,6,IVR,Late to Refill,0,1,<=3,<=7,0,699,313,313,145,0,570,740
2015,6,IVR,Late to Refill,0,1,<=3,<=7,1,337,122,122,121,122,235,294
2015,6,IVR,Late to Refill,0,1,>10,15-21,0,480,203,203,62,0,4551,3655
